"","FP","YTG","EP_Go_For_It","EP_Alternative","Best_Decision","P_Success"
"422",32,5,-0.193820391630091,5.22,"Punt",0.477301444625256
"423",33,5,0.276330292255563,4.92,"Punt",0.478872373152919
"424",34,5,-0.115171677886133,5.4,"Punt",0.480443719650688
"425",35,5,-0.346321385409948,5.42,"Punt",0.482015453131555
"426",36,5,0.186531924075939,4.85,"Punt",0.483587542577905
"427",37,5,-0.0734576017128608,5.39,"Punt",0.485159956943959
"428",38,5,-0.337540675069365,5.09,"Punt",0.486732665158222
"429",39,5,0.332411852358604,5.04,"Punt",0.488305636125935
"430",40,5,0.382027158921253,4.98,"Punt",0.489878838731534
"431",41,5,0.00606101487966537,4.47,"Punt",0.491452241841106
"432",42,5,-0.0895112176801005,4.59,"Punt",0.493025814304854
"433",43,5,0.110099610626334,5,"Punt",0.49459952495956
"434",44,5,-0.0350521814995259,3.87,"Punt",0.496173342631056
"435",45,5,-0.347640276826243,5.04,"Punt",0.497747236136692
"436",46,5,0.463171013335333,3.94,"Punt",0.499321174287806
"437",47,5,-0.0768812081577592,4.89,"Punt",0.500895125892199
"438",48,5,0.123801736053637,3.58,"Punt",0.502469059756601
"439",49,5,-0.352238896603302,4.45,"Punt",0.504042944689154
"440",50,5,0.101898765397324,4.37,"Punt",0.505616749501875
"441",51,5,0.139172061786335,4.34,"Punt",0.507190443013133
"442",52,5,0.223608503238122,4.23,"Punt",0.508763994050118
"443",53,5,-0.0260060431998128,3.98,"Punt",0.510337371451311
"444",54,5,-0.0682790966332316,4.13,"Punt",0.511910544068952
"445",55,5,0.185666040790412,4.57,"Punt",0.513483480771503
"446",56,5,0.105473883662242,4.42,"Punt",0.515056150446114
"447",57,5,-0.263181594130171,3.7,"Punt",0.516628522001077
"448",58,5,-0.0416344691908006,3.7,"Punt",0.518200564368286
"449",59,5,0.0598135664546025,4.33,"Punt",0.519772246505688
"450",60,5,-0.0562287416527809,-0.940978280735142,"Go For It",0.521343537399729
"451",61,5,-0.00581476998711761,-0.697676059878212,"Go For It",0.522914406067797
"452",62,5,-0.0667626862147794,-0.405453457852242,"Go For It",0.52448482156066
"453",63,5,-0.312182265213459,-0.0166747513121848,"Field Goal",0.526054752964897
"454",64,5,0.0115732347613839,0.0403431344814249,"Field Goal",0.527624169405325
"455",65,5,0.0461661588485458,0.277529261588739,"Field Goal",0.529193040047415
"456",66,5,-0.0249206194397393,0.442093246905077,"Field Goal",0.530761334099709
"457",67,5,-0.148888165776422,0.673792127178423,"Field Goal",0.532329020816223
"458",68,5,-0.0218016368263565,0.731343945683459,"Field Goal",0.533896069498845
"459",69,5,0.0673536659524721,1.02111423665029,"Field Goal",0.535462449499722
"460",70,5,0.348804986706754,1.19483523919284,"Field Goal",0.537028130223647
"461",71,5,0.259001157247748,1.25334868656246,"Field Goal",0.538593081130427
"462",72,5,0.21944689998268,1.46377874456249,"Field Goal",0.540157271737248
"463",73,5,0.260981018439743,1.47213745887022,"Field Goal",0.541720671621028
"464",74,5,0.545519204039318,1.72201761062066,"Field Goal",0.543283250420762
"465",75,5,0.105733861860373,1.85398029767011,"Field Goal",0.544844977839855
"466",76,5,-0.0293539565424354,1.87261664924212,"Field Goal",0.546405823648444
"467",77,5,0.379642573746544,2.02253078396064,"Field Goal",0.547965757685711
"468",78,5,-0.0515633886783391,2.10381599061674,"Field Goal",0.549524749862183
"469",79,5,0.108537279401907,2.15827957243779,"Field Goal",0.551082770162018
"470",80,5,0.212446002697964,2.23399466604933,"Field Goal",0.552639788645287
"471",81,5,0.212342401507072,2.32963016111345,"Field Goal",0.554195775450233
"472",82,5,-0.126066354023269,2.36977340139706,"Field Goal",0.555750700795522
"473",83,5,-0.117741690917268,2.39729699171093,"Field Goal",0.557304534982485
"474",84,5,-0.162067678558536,2.48965092196161,"Field Goal",0.558857248397336
"475",85,5,0.0363280433605331,2.54331362650019,"Field Goal",0.560408811513387
"476",86,5,-0.0893125506246952,2.5646300824825,"Field Goal",0.561959194893243
"477",87,5,0.473238565188702,2.64181641995125,"Field Goal",0.563508369190979
"478",88,5,0.285432646759799,2.6512346907816,"Field Goal",0.565056305154313
"479",89,5,0.4034038331464,2.69124306743769,"Field Goal",0.566602973626752
"480",90,5,0.138098130156994,2.7127755123117,"Field Goal",0.56814834554973
"481",91,5,0.425530071807971,2.73696242186111,"Field Goal",0.569692391964727
"482",92,5,0.410790697284143,2.75034101717306,"Field Goal",0.571235084015369
"483",93,5,0.364610146519824,2.80230078671403,"Field Goal",0.572776392949521
"484",94,5,0.234054696710859,2.82361700973859,"Field Goal",0.574316290121352
"485",95,5,0.0715175267979764,2.82458273756996,"Field Goal",0.575854746993388
"486",1,6,-0.2323266351734,5.52,"Punt",0.388936730098261
"487",2,6,-0.374102252478132,4.79,"Punt",0.390434065963286
"488",3,6,-0.601906056790089,4.77,"Punt",0.391933468991489
"489",4,6,-0.578924000962634,4.58,"Punt",0.393434913689371
"490",5,6,-0.454895303171111,4.42,"Punt",0.394938374412928
"491",6,6,-0.406085237376333,4.87,"Punt",0.396443825369228
"492",7,6,-0.408336396468773,4.78,"Punt",0.397951240618014
"493",8,6,-0.249091991947702,5.28,"Punt",0.399460594073337
"494",9,6,-0.315117204122501,4.96,"Punt",0.400971859505197
"495",10,6,-0.223982806604778,5.03,"Punt",0.402485010541221
"496",11,6,-0.514399816051647,5.22,"Punt",0.404000020668354
"497",12,6,-0.114127556359461,4.8,"Punt",0.405516863234573
"498",13,6,-0.730147612822164,5.29,"Punt",0.407035511450623
"499",14,6,-0.31147777660759,4.8,"Punt",0.408555938391781
"500",15,6,-0.291382104773438,5.03,"Punt",0.410078116999626
"501",16,6,-0.66088569804034,5.53,"Punt",0.411602020083848
"502",17,6,-0.592893778311684,4.8,"Punt",0.413127620324063
"503",18,6,-1.01368400543946,5.1,"Punt",0.414654890271656
"504",19,6,-0.419200919540677,5.02,"Punt",0.416183802351646
"505",20,6,-0.641845275447409,5.12,"Punt",0.417714328864562
"506",21,6,-0.423619085751655,5.17,"Punt",0.419246441988345
"507",22,6,-0.507290333878827,5.36,"Punt",0.420780113780275
"508",23,6,0.00904424185970409,4.9,"Punt",0.422315316178902
"509",24,6,-0.393478492836431,5.02,"Punt",0.423852021006012
"510",25,6,-0.416632846291064,4.91,"Punt",0.425390199968602
"511",26,6,0.00156403603167909,5.4,"Punt",0.426929824660872
"512",27,6,-0.296574090858579,5.38,"Punt",0.428470866566248
"513",28,6,-0.464873677935656,5.13,"Punt",0.430013297059405
"514",29,6,-0.553248496821455,5.43,"Punt",0.43155708740832
"515",30,6,-0.140246530693981,4.9,"Punt",0.433102208776339
"516",31,6,-0.257736905725945,4.57,"Punt",0.434648632224262
"517",32,6,-0.133999905192365,4.93,"Punt",0.436196328712437
"518",33,6,0.161751657606947,4.92,"Punt",0.437745269102884
"519",34,6,-0.447972582036726,5.21,"Punt",0.439295424161422
"520",35,6,-0.655504930808131,4.97,"Punt",0.440846764559819
"521",36,6,-0.565134674272056,5.09,"Punt",0.442399260877956
"522",37,6,-0.570707296758641,5.13,"Punt",0.443952883606005
"523",38,6,-0.0662051850372571,4.97,"Punt",0.44550760314662
"524",39,6,-0.509130396744967,5.14,"Punt",0.447063389817149
"525",40,6,-0.482969989792604,5.5,"Punt",0.448620213851851
"526",41,6,-0.184856640919858,5.01,"Punt",0.450178045404132
"527",42,6,-0.319812515605205,5.18,"Punt",0.451736854548798
"528",43,6,-0.641814057250446,4.84,"Punt",0.453296611284308
"529",44,6,-0.0994156276177058,4.35,"Punt",0.454857285535056
"530",45,6,-0.608902626267003,3.97,"Punt",0.456418847153652
"531",46,6,-0.491614601595554,4.45,"Punt",0.457981265923224
"532",47,6,-0.335654676945911,4.81,"Punt",0.459544511559723
"533",48,6,-0.480470120708954,4.48,"Punt",0.461108553714248
"534",49,6,-0.5184832620932,4.5,"Punt",0.462673361975375
"535",50,6,-0.672214011275769,4.43,"Punt",0.464238905871501
"536",51,6,-0.254721801935652,4.34,"Punt",0.465805154873192
"537",52,6,-0.390829437193017,4.35,"Punt",0.467372078395551
"538",53,6,-0.160883802208078,3.91,"Punt",0.468939645800582
"539",54,6,-0.569626814268258,4.2,"Punt",0.470507826399574
"540",55,6,-0.181467978288699,3.9,"Punt",0.472076589455486
"541",56,6,-0.198270138983589,4.2,"Punt",0.473645904185348
"542",57,6,-0.888715574038123,3.91,"Punt",0.475215739762659
"543",58,6,-0.163871387859225,3.68,"Punt",0.476786065319803
"544",59,6,-0.32474419946861,4.48,"Punt",0.478356849950464
"545",60,6,-0.170665419913524,-0.570338656713622,"Go For It",0.479928062712052
"546",61,6,-0.139462998726311,-0.34340769485994,"Go For It",0.481499672628132
"547",62,6,-0.289960647143723,-0.392948732792808,"Go For It",0.483071648690864
"548",63,6,-0.567043371263172,-0.149705803899233,"Field Goal",0.484643959863441
"549",64,6,-0.441569807772039,0.168546092765026,"Field Goal",0.486216575082535
"550",65,6,-0.331610625859813,0.267268693479149,"Field Goal",0.487789463260753
"551",66,6,-0.517225897337771,0.454834999099821,"Field Goal",0.489362593289084
"552",67,6,-0.509023891455077,0.614601087157518,"Field Goal",0.490935934039366
"553",68,6,-0.457883009011605,0.736830417398855,"Field Goal",0.492509454366742
"554",69,6,-0.636920355661353,0.871429287884095,"Field Goal",0.494083123112125
"555",70,6,-0.362562290774227,1.07542745345851,"Field Goal",0.495656909104671
"556",71,6,-0.371224502374669,1.25766140585489,"Field Goal",0.497230781164238
"557",72,6,-0.0118333897717355,1.42413432506733,"Field Goal",0.498804708103865
"558",73,6,0.128850959306891,1.55216835388178,"Field Goal",0.500378658732241
"559",74,6,-0.230200617178377,1.61371401830038,"Field Goal",0.501952601856176
"560",75,6,-0.476568720436449,1.74273104465138,"Field Goal",0.503526506283075
"561",76,6,-0.0925141609409867,1.98396315302067,"Field Goal",0.505100340823411
"562",77,6,-0.374733109132437,1.99079477045287,"Field Goal",0.506674074293196
"563",78,6,-0.483925349673251,2.01940123876516,"Field Goal",0.508247675516455
"564",79,6,-0.289056490585591,2.15722742190333,"Field Goal",0.50982111332769
"565",80,6,-0.40448825812147,2.2215626194309,"Field Goal",0.511394356574355
"566",81,6,-0.508884725725568,2.2792655877256,"Field Goal",0.512967374119318
"567",82,6,-0.26864622821151,2.39025576585165,"Field Goal",0.514540134843325
"568",83,6,-0.236920044090567,2.4415713833151,"Field Goal",0.516112607647459
"569",84,6,-0.750129756441379,2.45472208772325,"Field Goal",0.5176847614556
"570",85,6,-0.582268610004625,2.51755183107199,"Field Goal",0.519256565216876
"571",86,6,-0.14421178205554,2.60064608539149,"Field Goal",0.520827987908111
"572",87,6,0.110702355904308,2.62074679759544,"Field Goal",0.522398998536273
"573",88,6,-0.0636600778506602,2.64387859865168,"Field Goal",0.523969566140907
"574",89,6,-0.148974010800324,2.69515138303975,"Field Goal",0.525539659796574
"575",90,6,-0.32216062368108,2.69901414250845,"Field Goal",0.527109248615275
"576",91,6,-0.145137180543058,2.74142068589736,"Field Goal",0.528678301748878
